content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,BOA Bank,"['sorry', 'android', 'bank', 'please', 'update']","['sorry', 'doesn', 'work', 'for', 'android', 'too', 'slow', 'other', 'bank', 'fast', 'please', 'update']",0.4969,-0.16625,0.6387499999999999,positive
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,BOA Bank,"['አሻሽሉትና', 'እንጠቀምበት', 'ያለያ', 'ብታጠፉት', 'ይሻላል።', 'ምንም', 'ነገር', 'አይሰራም', 'መተግበሪያ', 'አለን', 'ብላችሁ', 'እንዳታወሩ', 'ለማንም', 'የማይመከር', 'ቀርፋፋና', 'ተግባር', 'የለሽ', 'መተግበሪያ']","['አሻሽሉትና', 'እንጠቀምበት', 'ያለያ', 'ብታጠፉት', 'ይሻላል', 'ምንም', 'ነገር', 'አይሰራም', 'መተግበሪያ', 'አለን', 'ብላችሁ', 'እንዳታወሩ', 'ለማንም', 'የማይመከር', 'ቀርፋፋና', 'ተግባር', 'የለሽ', 'መተግበሪያ']",0.0,0.0,0.0,neutral
I like,BOA Bank,[],['like'],0.3612,0.0,0.0,positive
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",BOA Bank,"['functionality', 'card', 'management', 'idea', 'banking', 'applications']","['your', 'irritating', 'use', 'some', 'functionality', 'doesn', 'even', 'work', 'like', 'card', 'management', 'need', 'better', 'than', 'good', 'idea', 'reference', 'other', 'banking', 'applications']",0.102,0.13874999999999998,0.61875,positive
very nice,BOA Bank,[],['nice'],0.4754,0.78,1.0,positive
this app launch time is so long also has dozen bugs in addition it's has been long time get update,BOA Bank,"['time', 'dozen', 'bugs', 'addition', 'time']","['launch', 'time', 'long', 'also', 'has', 'dozen', 'bugs', 'addition', 'has', 'been', 'long', 'time', 'get', 'update']",0.0,-0.05,0.4,neutral
Best app,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
"Barely works, it always fails to connect",BOA Bank,[],"['barely', 'works', 'always', 'fails', 'connect']",-0.4215,-0.225,0.2,negative
best app,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,BOA Bank,"['meet', 'boa', 'ethiopia', 'digitalyworld.digitalyworld', 'thanks']","['meet', 'genuine', 'tried', 'not', 'functional', 'helping', 'welldoingwith', 'boa', 'ethiopia', 'fastandrelevant', 'morconnecting', 'digitalyworld', 'digitalyworld', 'thanks']",0.4404,0.2,0.2,positive
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",BOA Bank,"['share', 'feedback', 'disruptions', 'issue', 'efficiency', 'kindly', 'review', 'address', 'problem', 'performance']","['would', 'like', 'share', 'feedback', 'regarding', 'frequently', 'experiences', 'disruptions', 'does', 'not', 'function', 'properly', 'often', 'freezing', 'failing', 'load', 'issue', 'affecting', 'workflow', 'efficiency', 'kindly', 'review', 'address', 'problem', 'ensure', 'smoother', 'performance']",0.4166,0.2333333333333333,0.43333333333333335,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Worest Banking App Ever I seen. Fake App Bad Better to Leave,BOA Bank,"['worest', 'banking', 'ever', 'fake', 'bad', 'better']","['worest', 'banking', 'ever', 'seen', 'fake', 'bad', 'better', 'leave']",-0.5994,-0.23333333333333325,0.7222222222222222,negative
best of best,BOA Bank,[],"['best', 'best']",0.8555,1.0,0.3,positive
fast and simple,BOA Bank,[],"['fast', 'simple']",0.0,0.1,0.47857142857142854,neutral
when trying to activate the app it keeps on loading on the security questions page. It has been two days,BOA Bank,"['security', 'questions', 'page', 'days']","['when', 'trying', 'activate', 'keeps', 'loading', 'security', 'questions', 'page', 'has', 'been', 'two', 'days']",0.34,0.0,0.0,positive
it is not working at all,BOA Bank,[],"['not', 'working', 'all']",0.0,0.0,0.0,neutral
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,BOA Bank,"['otp', 'code', 'code', 'thats', 'wise']","['good', 'live', 'abroad', 'when', 'enter', 'otp', 'code', 'didnt', 'make', 'write', 'code', 'want', 'self', 'write', 'thats', 'not', 'fair', 'please', 'other', 'wise', 'like', 'why']",0.9142,0.21227272727272725,0.655,positive
it is a good app,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,BOA Bank,"['bank', 'problem', 'company', 'body', 'business', 'kind']","['cant', 'belive', 'could', 'find', 'worst', 'bank', 'ever', 'yet', 'simple', 'fix', 'problem', 'company', 'just', 'ignored', 'body', 'can', 'business', 'with', 'kind']",-0.8834,-0.13333333333333333,0.7880952380952381,negative
the lag is unbelievable when you need it the most this suks,BOA Bank,"['lag', 'suks']","['lag', 'unbelievable', 'when', 'need', 'most', 'suks']",-0.1531,0.125,0.75,negative
waw,BOA Bank,['waw'],['waw'],0.0,0.0,0.0,neutral
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,BOA Bank,"['developer', 'options', 'type', 'problem', 'updates']","['keeps', 'notifying', 'disable', 'developer', 'options', 'quiet', 'while', 'not', 'enabled', 'always', 'bring', 'another', 'type', 'problem', 'with', 'new', 'updates']",-0.4019,0.06818181818181818,0.3939393939393939,negative
not use for me,BOA Bank,['use'],"['not', 'use', 'for']",0.0,0.0,0.0,neutral
good service,BOA Bank,['service'],"['good', 'service']",0.4404,0.7,0.6000000000000001,positive
most of the time is not working properly,BOA Bank,['time'],"['most', 'time', 'not', 'working', 'properly']",0.0,0.25,0.3,neutral
very good,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
ምንም የማይ ሰራ,BOA Bank,['የማይ'],"['ምንም', 'የማይ']",0.0,0.0,0.0,neutral
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,BOA Bank,"['connectivity', 'times']","['not', 'user', 'friendly', 'all', 'requires', 'huge', 'connectivity', 'also', 'lags', 'many', 'times']",-0.4268,0.425,0.6333333333333333,negative
bad exprience...it is so crushed,BOA Bank,['exprience'],"['bad', 'exprience', 'crushed']",-0.7973,-0.3999999999999999,0.3833333333333333,negative
goof,BOA Bank,['goof'],['goof'],0.0,0.0,0.0,neutral
Very Good,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
good!,BOA Bank,[],['good'],0.4926,0.875,0.6000000000000001,positive
🙏👍,BOA Bank,[],[],0.0,0.0,0.0,neutral
app is note active working crash,BOA Bank,['crash'],"['note', 'active', 'working', 'crash']",0.0,-0.13333333333333333,0.6,neutral
Make the reason we wrote visible on app transaction.,BOA Bank,"['reason', 'transaction']","['make', 'reason', 'wrote', 'visible', 'transaction']",0.0,0.0,0.0,neutral
i don't find it good and now it is not working!,BOA Bank,[],"['don', 'find', 'good', 'now', 'not', 'working']",-0.4015,0.875,0.6000000000000001,negative
it stuck everytime when i use it . the app won't budge to even open,BOA Bank,[],"['stuck', 'everytime', 'when', 'use', 'won', 'budge', 'even', 'open']",-0.25,0.0,0.5,negative
what a bad app... cant even learn from CBE ... how can they even improve?,BOA Bank,['cbe'],"['what', 'bad', 'cant', 'even', 'learn', 'from', 'cbe', 'how', 'can', 'even', 'improve']",-0.1531,-0.6999999999999998,0.6666666666666666,negative
nice banking,BOA Bank,['banking'],"['nice', 'banking']",0.4215,0.6,1.0,positive
not bad,BOA Bank,[],"['not', 'bad']",0.431,0.3499999999999999,0.6666666666666666,positive
"please fix the bug this app does not work, it says Error The request was not successful. Please check device connectivity or try again.",BOA Bank,"['bug', 'error', 'request', 'please', 'device', 'connectivity']","['please', 'fix', 'bug', 'does', 'not', 'work', 'says', 'error', 'request', 'not', 'successful', 'please', 'check', 'device', 'connectivity', 'try', 'again']",-0.6634,-0.375,0.95,negative
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
🔥🔥,BOA Bank,[],[],0.0,0.0,0.0,neutral
Amazing App 👏,BOA Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive
Niec app,BOA Bank,['niec'],['niec'],0.0,0.0,0.0,neutral
it constantly bugs and doesnt open what is the purpose of mobile banking app if i dont use it when i need it?,BOA Bank,"['bugs', 'purpose', 'banking']","['constantly', 'bugs', 'doesnt', 'open', 'what', 'purpose', 'mobile', 'banking', 'dont', 'use', 'when', 'need']",0.0,0.0,0.41666666666666663,neutral
waw,BOA Bank,['waw'],['waw'],0.0,0.0,0.0,neutral
best app of the year,BOA Bank,['year'],"['best', 'year']",0.6369,1.0,0.3,positive
WE EXPECT IT WILL BE MORE AND MORE FASTER THAN EARLIER!,BOA Bank,"['will', 'more', 'more', 'faster', 'than']","['expect', 'will', 'more', 'more', 'faster', 'than', 'earlier']",0.0,0.3333333333333333,0.5,neutral
nice,BOA Bank,[],['nice'],0.4215,0.6,1.0,positive
best,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
😍,BOA Bank,[],[],0.0,0.0,0.0,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
fast,BOA Bank,['fast'],['fast'],0.0,0.2,0.6,neutral
great,BOA Bank,[],['great'],0.6249,0.8,0.75,positive
Applicationa kerem delile,BOA Bank,"['applicationa', 'kerem', 'delile']","['applicationa', 'kerem', 'delile']",0.0,0.0,0.0,neutral
The worst Mobile banking app in Ethiopia,BOA Bank,"['banking', 'ethiopia']","['worst', 'mobile', 'banking', 'ethiopia']",-0.6249,-1.0,1.0,negative
"what is this the 19 century 😡,we can't even see our balance,this app is going backwards 😤",BOA Bank,"['century', 'balance', 'backwards']","['what', 'century', 'can', 'even', 'see', 'our', 'balance', 'going', 'backwards']",0.0,0.0,0.0,neutral
best,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
አፕሊኬሽኑ መጨረሻ ቀርፋፋ ነው:: 2G,BOA Bank,"['መጨረሻ', 'ቀርፋፋ']","['አፕሊኬሽኑ', 'መጨረሻ', 'ቀርፋፋ']",0.0,0.0,0.0,neutral
የአቢሲኒያ ባንክ app,BOA Bank,['ባንክ'],"['የአቢሲኒያ', 'ባንክ']",0.0,0.0,0.0,neutral
very good to be continued to update,BOA Bank,[],"['good', 'continued', 'update']",0.4927,0.9099999999999999,0.7800000000000001,positive
best digital financing app in ethiopia,BOA Bank,"['financing', 'ethiopia']","['best', 'digital', 'financing', 'ethiopia']",0.6369,0.5,0.15,positive
wooow,BOA Bank,['wooow'],['wooow'],0.0,0.0,0.0,neutral
good 👍👍👍,BOA Bank,['👍👍👍'],['good'],0.4404,0.7,0.6000000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
ደገፉ ፈፊኘየየከ ወግወ ደገፉ,BOA Bank,"['ፈፊኘየየከ', 'ወግወ', 'ደገፉ']","['ደገፉ', 'ፈፊኘየየከ', 'ወግወ', 'ደገፉ']",0.0,0.0,0.0,neutral
yetemeta app nw cherash nw apk west maygebawu beza sebeb absiniya tesenabichalewu,BOA Bank,"['yetemeta', 'cherash', 'apk', 'maygebawu', 'beza', 'sebeb', 'absiniya', 'tesenabichalewu']","['yetemeta', 'cherash', 'apk', 'west', 'maygebawu', 'beza', 'sebeb', 'absiniya', 'tesenabichalewu']",0.0,0.0,0.0,neutral
"This app is the worst app I've ever seen. Unless the developer fixes it, BOA will lose all its customers.",BOA Bank,"['developer', 'boa', 'customers']","['worst', 'ever', 'seen', 'unless', 'developer', 'fixes', 'boa', 'will', 'lose', 'all', 'its', 'customers']",-0.7783,-1.0,1.0,negative
The worest banking app i ever used,BOA Bank,['banking'],"['worest', 'banking', 'ever', 'used']",0.0,0.0,0.0,neutral
the app not works on samsung galaxy A06 models it's directly kick you out of the app whenever u want to use it amd and then it's says the app is not working i hope they fix it soon,BOA Bank,"['samsung', 'galaxy', 'a06', 'models']","['not', 'works', 'samsung', 'galaxy', 'a06', 'models', 'directly', 'kick', 'out', 'whenever', 'want', 'use', 'amd', 'then', 'says', 'not', 'working', 'hope', 'fix', 'soon']",-0.2746,0.1,0.4,negative
not good update it again,BOA Bank,['update'],"['not', 'good', 'update', 'again']",-0.3412,-0.35,0.6000000000000001,negative
"There's only one word to describe BOA mobile banking app, and it's 'እንጨት'. It's been the worst experience and it's continuing to be so.",BOA Bank,"['word', 'boa', 'banking', 'experience']","['there', 'only', 'one', 'word', 'describe', 'boa', 'mobile', 'banking', 'እንጨት', 'been', 'worst', 'experience', 'continuing']",-0.6249,-0.5,1.0,negative
"Problems with internet, the app sometimes says there is no internet connection while Internet Data is on. this needs to be fixed, it's unacceptable not being able to access your bank account when you need it.",BOA Bank,"['problems', 'internet', 'connection', 'internet', 'data', 'access', 'bank', 'account']","['problems', 'with', 'internet', 'sometimes', 'says', 'there', 'internet', 'connection', 'while', 'internet', 'data', 'needs', 'fixed', 'unacceptable', 'not', 'being', 'able', 'access', 'your', 'bank', 'account', 'when', 'need']",-0.7845,0.3,0.4125,negative
n m ű,BOA Bank,[],[],0.0,0.0,0.0,neutral
my app is not working .,BOA Bank,[],"['not', 'working']",0.0,0.0,0.0,neutral
so good,BOA Bank,[],['good'],0.4927,0.7,0.6000000000000001,positive
The app is always glitch seems there's is significant issue from the backend. Can someone take a look on this or just remove from appstore this trash 🗑 🙄. Thank you.,BOA Bank,"['issue', 'backend', 'someone', 'look', 'trash', 'thank']","['always', 'glitch', 'seems', 'there', 'significant', 'issue', 'from', 'backend', 'can', 'someone', 'take', 'look', 'just', 'remove', 'from', 'appstore', 'trash', 'thank']",0.5106,0.375,0.875,positive
The worest app ever .work hard and do betterthan this,BOA Bank,['.work'],"['worest', 'ever', 'work', 'hard', 'betterthan']",-0.1027,-0.2916666666666667,0.5416666666666666,negative
it's too slow and when you are in a hurry don't use this app,BOA Bank,['hurry'],"['too', 'slow', 'when', 'hurry', 'don', 'use']",0.0,-0.30000000000000004,0.39999999999999997,neutral
app doesnt work,BOA Bank,"['doesnt', 'work']","['doesnt', 'work']",0.0,0.0,0.0,neutral
yes,BOA Bank,['yes'],['yes'],0.4019,0.0,0.0,positive
very Good application,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
very nice,BOA Bank,[],['nice'],0.4754,0.78,1.0,positive
እየሩስ ፣አይለ፣,BOA Bank,"['እየሩስ', '፣አይለ፣']","['እየሩስ', 'አይለ']",0.0,0.0,0.0,neutral
the worst Mobile banking app👎👎👎👎,BOA Bank,"['banking', 'app👎👎👎👎']","['worst', 'mobile', 'banking']",-0.6249,-1.0,1.0,negative
yse good ap,BOA Bank,[],"['yse', 'good']",0.4404,0.7,0.6000000000000001,positive
so perfect in everything,BOA Bank,['everything'],"['perfect', 'everything']",0.6115,1.0,1.0,positive
very clumsy application. it sucks alot.,BOA Bank,['alot'],"['clumsy', 'sucks', 'alot']",-0.3612,-0.345,0.41000000000000003,negative
እሽቱ,BOA Bank,['እሽቱ'],['እሽቱ'],0.0,0.0,0.0,neutral
"BoA Mobile is boring, imagine if you install it to your phone it crash when once used and require reinstall. I downloaded ten times but it still crashing.",BOA Bank,"['boa', 'mobile', 'phone', 'reinstall', 'times']","['boa', 'mobile', 'boring', 'imagine', 'install', 'your', 'phone', 'crash', 'when', 'once', 'used', 'require', 'reinstall', 'downloaded', 'ten', 'times', 'still', 'crashing']",-0.3612,-0.5,0.5,negative
"Whenever I want to see my balance, the app says “no” and logs me out. Looks like the developer doesn’t want customers to know the truth 😄! This app really protects my money. It logs me out before I can even see my balance. 👉 Honestly, this app doesn’t reflect the quality of Bank of Abyssinia.",BOA Bank,"['balance', 'developer', 'doesn', 'customers', 'truth', 'protects', 'money', 'balance', 'doesn', 'quality', 'bank', 'abyssinia']","['whenever', 'want', 'see', 'balance', 'says', 'logs', 'out', 'looks', 'like', 'developer', 'doesn', 'want', 'customers', 'know', 'truth', 'really', 'protects', 'money', 'logs', 'out', 'before', 'can', 'even', 'see', 'balance', 'honestly', 'doesn', 'reflect', 'quality', 'bank', 'abyssinia']",0.883,0.4,0.55,positive
unsatisfied to your mobile banking application,BOA Bank,['banking'],"['unsatisfied', 'your', 'mobile', 'banking']",-0.4019,0.0,0.0,negative
very good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
what is wrong these app ?,BOA Bank,[],"['what', 'wrong', 'these']",-0.4767,-0.5,0.9,negative
good but the user interface and animations need some upgrade,BOA Bank,"['interface', 'animations', 'upgrade']","['good', 'user', 'interface', 'animations', 'need', 'some', 'upgrade']",0.2382,0.7,0.6000000000000001,positive
